,begin_shape_index,end_shape_index,length,speed,segment_id,starts_segment,ends_segment,begin_percent,end_percent,matched_segment_id,match
0,0,1,0.017,24,45002381874,False,False,0.0,1.0,45002381874,True
1,1,13,0.093,24,45002381874,False,False,0.0,1.0,64799496754,False
2,13,14,0.019,24,45002381874,False,False,0.0,1.0,192770578057,False
3,14,15,0.045,24,64799496754,True,True,0.0,1.0,192770578057,False
4,15,17,0.052,24,64799496754,False,False,0.0,1.0,,False
5,17,23,0.035,24,64799496754,False,False,0.0,1.0,219513460361,False
6,23,27,0.015,24,,,,,,848966572594,False
7,27,30,0.061,40,174349194889,False,False,0.0,1.0,211863049865,False
8,30,32,0.019,40,219513460361,True,True,0.0,1.0,211863049865,False
9,32,33,0.019,40,219513460361,False,False,0.0,1.0,207333201545,False
10,33,34,0.024,40,219513460361,False,False,0.0,1.0,207333201545,False
11,34,35,0.026,40,219513460361,False,False,0.0,1.0,,False
12,35,36,0.009,56,173241898633,True,True,0.0,1.0,207333201545,False
13,36,37,0.086,56,173241898633,False,False,0.0,1.0,207333201545,False
14,37,38,0.095,56,173241898633,False,False,0.0,1.0,174382749321,False
15,38,39,0.093,56,173241898633,False,False,0.0,1.0,174382749321,False
16,39,40,0.095,56,173241898633,False,False,0.0,1.0,174382749321,False
17,40,41,0.095,56,173241898633,False,False,0.0,1.0,680389106226,False
18,41,44,0.033,56,173241898633,False,False,0.0,1.0,144854505376,False
19,44,45,0.007,56,173241898633,False,False,0.0,1.0,144854505376,False
20,45,47,0.04,56,83886102432,True,True,0.0,1.0,680355551794,False
21,47,48,0.168,56,83886102432,False,False,0.0,1.0,680355551794,False
22,48,49,0.208,56,83886102432,False,False,0.0,1.0,690992306738,False
23,49,50,0.048,56,83852548000,True,True,0.0,1.0,594925967922,False
24,50,51,0.16,56,83852548000,False,False,0.0,1.0,594925967922,False
25,51,53,0.208,56,83852548000,False,False,0.0,1.0,594925967922,False
26,53,54,0.014,56,,,,,,201494730377,False
27,54,56,0.047,56,83818993568,True,True,0.0,1.0,698307172914,False
28,56,57,0.161,56,83818993568,False,False,0.0,1.0,698307172914,False
29,57,58,0.208,56,83818993568,False,False,0.0,1.0,698307172914,False
30,58,59,0.032,56,71370299296,True,True,0.0,1.0,553788234290,False
31,59,67,0.165,56,71370299296,False,False,0.0,1.0,531004774962,False
32,67,68,0.011,56,71370299296,False,False,0.0,1.0,516173716018,False
33,68,69,0.012,72,71370299296,False,False,0.0,1.0,516173716018,False
34,69,76,0.106,72,71370299296,False,False,0.0,1.0,,False
35,76,80,0.049,72,71370299296,False,False,0.0,1.0,,False
36,80,89,0.332,72,71370299296,False,False,0.0,1.0,,False
37,89,93,0.051,72,71370299296,False,False,0.0,1.0,71370299296,True
38,93,108,0.205,72,71370299296,False,False,0.0,1.0,71403853728,False
39,108,109,0.398,72,71403853728,True,True,0.0,1.0,71403853728,True
40,109,110,0.129,72,71403853728,False,False,0.0,1.0,,False
41,110,111,0.216,72,71403853728,False,False,0.0,1.0,,False
42,111,112,0.087,72,71403853728,False,False,0.0,1.0,,False
43,112,132,0.507,89,152504915872,True,True,0.0,1.0,,False
44,132,133,0.083,56,91435849632,True,True,0.0,1.0,,False
45,133,134,0.048,56,91435849632,False,False,0.0,1.0,,False
46,134,141,0.288,56,91435849632,False,False,0.0,1.0,175389382281,False
47,141,151,0.346,56,91435849632,False,False,0.0,1.0,175422936713,False
48,151,160,0.225,105,91435849632,False,False,0.0,1.0,175422936713,False
49,160,163,0.1,105,95831480224,True,True,0.0,1.0,,False
50,163,165,0.033,105,95831480224,False,False,0.0,1.0,,False
51,165,176,0.235,105,95831480224,False,False,0.0,1.0,,False
