,begin_shape_index,end_shape_index,length,speed,segment_id,starts_segment,ends_segment,begin_percent,end_percent,matched_segment_id,match
0,0,1,0.043,25,,,,,,,False
1,1,3,0.012,25,,,,,,,False
2,3,5,0.021,40,174349194889,True,True,0.0,1.0,174349194889,True
3,5,17,0.134,40,174349194889,False,False,0.0,1.0,174349194889,True
4,17,19,0.024,40,174349194889,False,False,0.0,1.0,174349194889,True
5,19,23,0.049,40,174349194889,False,False,0.0,1.0,174349194889,True
6,23,24,0.06,40,174349194889,False,False,0.0,1.0,174349194889,True
7,24,26,0.019,40,174349194889,False,False,0.0,1.0,174349194889,True
8,26,29,0.061,40,174349194889,False,False,0.0,1.0,174349194889,True
9,29,31,0.019,40,219513460361,True,True,0.0,1.0,219513460361,True
10,31,32,0.019,40,219513460361,False,False,0.0,1.0,219513460361,True
11,32,33,0.024,40,219513460361,False,False,0.0,1.0,219513460361,True
12,33,34,0.026,40,219513460361,False,False,0.0,1.0,219513460361,True
13,34,35,0.009,56,173241898633,True,True,0.0,1.0,173241898633,True
14,35,36,0.086,56,173241898633,False,False,0.0,1.0,173241898633,True
15,36,37,0.095,56,173241898633,False,False,0.0,1.0,173241898633,True
16,37,38,0.093,56,173241898633,False,False,0.0,1.0,173241898633,True
17,38,39,0.095,56,173241898633,False,False,0.0,1.0,173241898633,True
18,39,40,0.095,56,173241898633,False,False,0.0,1.0,173241898633,True
19,40,43,0.033,56,173241898633,False,False,0.0,1.0,173241898633,True
20,43,44,0.007,56,173241898633,False,False,0.0,1.0,83886102432,False
21,44,46,0.04,56,83886102432,True,True,0.0,1.0,83886102432,True
22,46,47,0.168,56,83886102432,False,False,0.0,1.0,83852548000,False
23,47,48,0.208,56,83886102432,False,False,0.0,1.0,83852548000,False
24,48,49,0.048,56,83852548000,True,True,0.0,1.0,83852548000,True
25,49,50,0.16,56,83852548000,False,False,0.0,1.0,83852548000,True
26,50,52,0.208,56,83852548000,False,False,0.0,1.0,83852548000,True
27,52,53,0.014,56,,,,,,83818993568,False
28,53,55,0.047,56,83818993568,True,True,0.0,1.0,83818993568,True
29,55,56,0.161,56,83818993568,False,False,0.0,1.0,83818993568,True
30,56,57,0.208,56,83818993568,False,False,0.0,1.0,71370299296,False
31,57,58,0.032,56,71370299296,True,True,0.0,1.0,71370299296,True
32,58,66,0.165,56,71370299296,False,False,0.0,1.0,71370299296,True
33,66,67,0.011,56,71370299296,False,False,0.0,1.0,71370299296,True
34,67,68,0.012,72,71370299296,False,False,0.0,1.0,71370299296,True
35,68,75,0.106,72,71370299296,False,False,0.0,1.0,71370299296,True
36,75,79,0.049,72,71370299296,False,False,0.0,1.0,71370299296,True
37,79,88,0.332,72,71370299296,False,False,0.0,1.0,71370299296,True
38,88,92,0.051,72,71370299296,False,False,0.0,1.0,71370299296,True
39,92,107,0.205,72,71370299296,False,False,0.0,1.0,71403853728,False
40,107,108,0.398,72,71403853728,True,True,0.0,1.0,71403853728,True
41,108,109,0.129,72,71403853728,False,False,0.0,1.0,71403853728,True
42,109,110,0.216,72,71403853728,False,False,0.0,1.0,71403853728,True
43,110,111,0.087,72,71403853728,False,False,0.0,1.0,90697652128,False
44,111,112,0.144,72,90697652128,True,True,0.0,1.0,88315287456,False
45,112,143,0.669,72,90697652128,False,False,0.0,1.0,88315287456,False
46,143,148,0.106,56,88315287456,True,True,0.0,1.0,88315287456,True
47,148,149,0.031,56,88315287456,False,False,0.0,1.0,79456917408,False
48,149,150,0.03,56,79456917408,True,True,0.0,1.0,88348841888,False
49,150,152,0.045,56,79456917408,False,False,0.0,1.0,88348841888,False
50,152,153,0.032,56,88348841888,True,True,0.0,1.0,88348841888,True
51,153,156,0.095,56,88348841888,False,False,0.0,1.0,88348841888,True
52,156,157,0.057,56,88348841888,False,False,0.0,1.0,88415950752,False
53,157,172,1.334,72,88382396320,True,True,0.0,0.333,88415950752,False
